thisRow.t,notes,welcome.started,text_5.started,key_resp_2.started,welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,consent_form.started,image_4.started,text_6.started,mouse_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01620720000937581,0.0357661999296397,0.0357661999296397,3.0156543999910355,return,2.8382189999101683,None,,,,,,001,2024-07-09_23h41.53.440,Metalinguistic Conjunctives,2024.1.5,None,2024-07-09 23h42.04.747209 -0500,
,,,,,,,,,3.015703000011854,3.0538616999983788,3.5178445999044925,0.5022735999664292,,,,,,,,
