trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,image_shown,image_to_select1,image_to_select2,image1_label,image2_label,text1,prompt1,audio_text,audio_prompt,thisRow.t,notes,trial.started,image.started,text_4.started,sound_1.started,text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.15788839990273118,,0.11179589992389083,0.15788839990273118,0.15788839990273118,0.15371540021151303,0.5099273999221623,0.511769499629736,,,,,,,,
