trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,image_shown,image_to_select1,image_to_select2,image1_label,image2_label,text1,prompt1,audio_text,audio_prompt,thisRow.t,notes,trial.started,image.started,text_4.started,sound_1.started,text.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,image_selection.started,image1_location,image2_location,image_2.started,image_3.started,text_2.started,sound_2.started,mouse_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.1473962999880314,,0.11921720020473003,0.1473962999880314,0.1473962999880314,0.1445869334352513,0.5157119003124535,2.000788599718362,3.1517513999715447,-0.03666666666666667,-0.3566666666666667,1,0,0,3.15220500016585,left,right,3.432644000276923,3.432644000276923,3.432644000276923,3.4324312337053318,0.49917039973661304,,,,,,,,
