trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,image_shown,image_to_select1,image_to_select2,image1_label,image2_label,text1,prompt1,audio_text,audio_prompt,thisRow.t,notes,trial.started,image.started,text_4.started,sound_1.started,text.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,image_selection.started,image1_location,image2_location,image_2.started,image_3.started,text_2.started,sound_2.started,mouse_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.4330901000648737,,0.12221539998427033,0.4330901000648737,0.4330901000648737,0.4141166999004781,0.5009809997864068,0.5027338000945747,0.9864312000572681,0.025,-0.06333333333333334,1,0,0,1.0014312998391688,right,left,1.2828464000485837,1.2828464000485837,1.2828464000485837,1.2842512998729942,0.5012806998565793,,,,,,,,
