6.6151 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
27.2879 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
27.2927 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
27.2929 	EXP 	window1: mouseVisible = True
27.3001 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
27.3996 	EXP 	Created text_done = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_done', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
27.4215 	EXP 	Imported experiment_conditions.csv as conditions, 10 conditions, 8 params
27.4253 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
27.4261 	EXP 	New trial (rep=0, index=0): OrderedDict([('condition', 'mutual_ex'), ('image_shown', 'known_objects/camera.png'), ('image_to_select1', 'NOUN-2-600DPI/2041-600.jpg'), ('image_to_select2', 'known_objects/camera.png'), ('image1_label', 'hux'), ('image2_label', 'camera'), ('text1', 'This is a camera.'), ('prompt1', 'Select the hux.')])
27.9751 	DATA 	Mouse: Right button down, pos=(1047,351)
27.9758 	DATA 	Mouse:  Right button up, pos=(1047,351)
27.9892 	EXP 	image: image = 'known_objects/camera.png'
27.9892 	EXP 	text_4: text = 'This is a camera.'
27.9892 	EXP 	image: autoDraw = True
27.9892 	EXP 	text_4: autoDraw = True
28.4013 	EXP 	text: autoDraw = True
29.2181 	DATA 	Mouse: Left button down, pos=(1104,392)
29.9453 	DATA 	Mouse:  Left button up, pos=(1104,392)
29.9458 	DATA 	Mouse: Left button down, pos=(1104,392)
29.9586 	EXP 	image: autoDraw = False
29.9586 	EXP 	text: autoDraw = False
29.9586 	EXP 	text_4: autoDraw = False
29.9586 	EXP 	image_2: pos = array([[-0.5,  0. ]])
29.9586 	EXP 	image_2: image = 'NOUN-2-600DPI/2041-600.jpg'
29.9586 	EXP 	image_3: pos = array([[0.5, 0. ]])
29.9586 	EXP 	image_3: image = 'known_objects/camera.png'
29.9586 	EXP 	text_2: text = 'Select the hux.'
29.9586 	EXP 	image_2: autoDraw = True
29.9586 	EXP 	image_3: autoDraw = True
29.9586 	EXP 	text_2: autoDraw = True
30.0908 	DATA 	Mouse:  Left button up, pos=(1104,392)
31.5903 	DATA 	Mouse: Left button down, pos=(429,585)
31.6129 	EXP 	image_2: autoDraw = False
31.6129 	EXP 	image_3: autoDraw = False
31.6129 	EXP 	text_2: autoDraw = False
31.6129 	EXP 	text_3: autoDraw = True
31.6981 	DATA 	Mouse:  Left button up, pos=(429,585)
32.1126 	EXP 	New trial (rep=0, index=1): OrderedDict([('condition', 'and'), ('image_shown', 'known_objects/lamp.png'), ('image_to_select1', 'NOUN-2-600DPI/2010-600.jpg'), ('image_to_select2', 'known_objects/lamp.png'), ('image1_label', 'fimp'), ('image2_label', 'lamp'), ('text1', 'This is a lamp and a fimp.'), ('prompt1', 'Select the fimp.')])
32.7741 	EXP 	text_3: autoDraw = False
32.7741 	EXP 	image: image = 'known_objects/lamp.png'
32.7741 	EXP 	text_4: text = 'This is a lamp and a fimp.'
32.7741 	EXP 	image: autoDraw = True
32.7741 	EXP 	text_4: autoDraw = True
33.2757 	EXP 	text: autoDraw = True
33.5410 	DATA 	Mouse: Left button down, pos=(1102,534)
34.2401 	DATA 	Mouse:  Left button up, pos=(1102,534)
34.2404 	DATA 	Mouse: Left button down, pos=(1102,534)
34.2409 	DATA 	Mouse:  Left button up, pos=(1102,534)
34.2534 	EXP 	image: autoDraw = False
34.2534 	EXP 	text: autoDraw = False
34.2534 	EXP 	text_4: autoDraw = False
34.2534 	EXP 	image_2: pos = array([[-0.5,  0. ]])
34.2534 	EXP 	image_2: image = 'NOUN-2-600DPI/2010-600.jpg'
34.2534 	EXP 	image_3: pos = array([[0.5, 0. ]])
34.2534 	EXP 	image_3: image = 'known_objects/lamp.png'
34.2534 	EXP 	text_2: text = 'Select the fimp.'
34.2534 	EXP 	image_2: autoDraw = True
34.2534 	EXP 	image_3: autoDraw = True
34.2534 	EXP 	text_2: autoDraw = True
35.1112 	DATA 	Mouse: Left button down, pos=(1414,532)
35.1302 	EXP 	image_2: autoDraw = False
35.1302 	EXP 	image_3: autoDraw = False
35.1302 	EXP 	text_2: autoDraw = False
35.1302 	EXP 	text_3: autoDraw = True
35.2178 	DATA 	Mouse:  Left button up, pos=(1414,532)
35.6127 	EXP 	New trial (rep=0, index=2): OrderedDict([('condition', 'not'), ('image_shown', 'known_objects/car.png'), ('image_to_select1', 'NOUN-2-600DPI/2005-600.jpg'), ('image_to_select2', 'known_objects/car.png'), ('image1_label', 'zav'), ('image2_label', 'car'), ('text1', 'This is a car, not a zav.'), ('prompt1', 'Select the zav.')])
36.2578 	EXP 	text_3: autoDraw = False
36.2578 	EXP 	text_3: autoDraw = False
36.2578 	EXP 	image: image = 'known_objects/car.png'
36.2578 	EXP 	text_4: text = 'This is a car, not a zav.'
36.2578 	EXP 	image: autoDraw = True
36.2578 	EXP 	text_4: autoDraw = True
36.7559 	EXP 	text: autoDraw = True
37.0889 	DATA 	Mouse: Left button down, pos=(1414,532)
37.9128 	DATA 	Mouse:  Left button up, pos=(1414,532)
37.9133 	DATA 	Mouse: Left button down, pos=(1414,532)
37.9137 	DATA 	Mouse:  Left button up, pos=(1414,532)
37.9291 	EXP 	image: autoDraw = False
37.9291 	EXP 	text: autoDraw = False
37.9291 	EXP 	text_4: autoDraw = False
37.9291 	EXP 	image_2: pos = array([[-0.5,  0. ]])
37.9291 	EXP 	image_2: image = 'NOUN-2-600DPI/2005-600.jpg'
37.9291 	EXP 	image_3: pos = array([[0.5, 0. ]])
37.9291 	EXP 	image_3: image = 'known_objects/car.png'
37.9291 	EXP 	text_2: text = 'Select the zav.'
37.9291 	EXP 	image_2: autoDraw = True
37.9291 	EXP 	image_3: autoDraw = True
37.9291 	EXP 	text_2: autoDraw = True
37.9703 	DATA 	Mouse: Left button down, pos=(1414,532)
38.0046 	EXP 	image_2: autoDraw = False
38.0046 	EXP 	image_3: autoDraw = False
38.0046 	EXP 	text_2: autoDraw = False
38.0046 	EXP 	text_3: autoDraw = True
38.1157 	DATA 	Mouse:  Left button up, pos=(1414,532)
38.4883 	EXP 	New trial (rep=0, index=3): OrderedDict([('condition', 'or'), ('image_shown', 'known_objects/clock.png'), ('image_to_select1', 'NOUN-2-600DPI/2013-600.jpg'), ('image_to_select2', 'known_objects/clock.png'), ('image1_label', 'dite'), ('image2_label', 'clock'), ('text1', 'This is a clock or a dite.'), ('prompt1', 'Select the dite.')])
39.0713 	EXP 	text_3: autoDraw = False
39.0713 	EXP 	text_3: autoDraw = False
39.0713 	EXP 	image: image = 'known_objects/clock.png'
39.0713 	EXP 	text_4: text = 'This is a clock or a dite.'
39.0713 	EXP 	image: autoDraw = True
39.0713 	EXP 	text_4: autoDraw = True
39.5665 	EXP 	text: autoDraw = True
39.8463 	DATA 	Mouse: Left button down, pos=(1414,532)
40.6078 	DATA 	Mouse:  Left button up, pos=(1414,532)
40.6086 	DATA 	Mouse: Left button down, pos=(1414,532)
40.6089 	DATA 	Mouse:  Left button up, pos=(1414,532)
40.6218 	EXP 	image: autoDraw = False
40.6218 	EXP 	text: autoDraw = False
40.6218 	EXP 	text_4: autoDraw = False
40.6218 	EXP 	image_2: pos = array([[-0.5,  0. ]])
40.6218 	EXP 	image_2: image = 'NOUN-2-600DPI/2013-600.jpg'
40.6218 	EXP 	image_3: pos = array([[0.5, 0. ]])
40.6218 	EXP 	image_3: image = 'known_objects/clock.png'
40.6218 	EXP 	text_2: text = 'Select the dite.'
40.6218 	EXP 	image_2: autoDraw = True
40.6218 	EXP 	image_3: autoDraw = True
40.6218 	EXP 	text_2: autoDraw = True
41.4644 	DATA 	Mouse: Left button down, pos=(1539,529)
41.4818 	EXP 	image_2: autoDraw = False
41.4818 	EXP 	image_3: autoDraw = False
41.4818 	EXP 	text_2: autoDraw = False
41.4818 	EXP 	text_3: autoDraw = True
41.5713 	DATA 	Mouse:  Left button up, pos=(1539,529)
41.9668 	EXP 	New trial (rep=0, index=4): OrderedDict([('condition', 'and'), ('image_shown', 'known_objects/baseball.png'), ('image_to_select1', 'NOUN-2-600DPI/2015-600.jpg'), ('image_to_select2', 'known_objects/baseball.png'), ('image1_label', 'beag'), ('image2_label', 'baseball'), ('text1', 'This is a baseball and a beag.'), ('prompt1', 'Select the beag.')])
42.6074 	EXP 	text_3: autoDraw = False
42.6074 	EXP 	text_3: autoDraw = False
42.6074 	EXP 	image: image = 'known_objects/baseball.png'
42.6074 	EXP 	text_4: text = 'This is a baseball and a beag.'
42.6074 	EXP 	image: autoDraw = True
42.6074 	EXP 	text_4: autoDraw = True
43.0872 	EXP 	text: autoDraw = True
43.5669 	DATA 	Mouse: Left button down, pos=(1397,469)
44.2367 	DATA 	Mouse:  Left button up, pos=(1397,469)
44.2372 	DATA 	Mouse: Left button down, pos=(1397,469)
44.2376 	DATA 	Mouse:  Left button up, pos=(1397,469)
44.2516 	EXP 	image: autoDraw = False
44.2516 	EXP 	text: autoDraw = False
44.2516 	EXP 	text_4: autoDraw = False
44.2516 	EXP 	image_2: pos = array([[0.5, 0. ]])
44.2516 	EXP 	image_2: image = 'NOUN-2-600DPI/2015-600.jpg'
44.2516 	EXP 	image_3: pos = array([[-0.5,  0. ]])
44.2516 	EXP 	image_3: image = 'known_objects/baseball.png'
44.2516 	EXP 	text_2: text = 'Select the beag.'
44.2516 	EXP 	image_2: autoDraw = True
44.2516 	EXP 	image_3: autoDraw = True
44.2516 	EXP 	text_2: autoDraw = True
44.8365 	DATA 	Mouse: Left button down, pos=(1465,462)
44.8568 	EXP 	image_2: autoDraw = False
44.8568 	EXP 	image_3: autoDraw = False
44.8568 	EXP 	text_2: autoDraw = False
44.8568 	EXP 	text_3: autoDraw = True
44.9285 	DATA 	Mouse:  Left button up, pos=(1465,462)
45.3412 	EXP 	New trial (rep=0, index=5): OrderedDict([('condition', 'or'), ('image_shown', 'known_objects/cup.png'), ('image_to_select1', 'NOUN-2-600DPI/2003-600.jpg'), ('image_to_select2', 'known_objects/cup.png'), ('image1_label', 'hane'), ('image2_label', 'cup'), ('text1', 'This is a cup or a hane.'), ('prompt1', 'Select the hane.')])
45.7594 	EXP 	text_3: autoDraw = False
45.7594 	EXP 	text_3: autoDraw = False
45.7594 	EXP 	image: image = 'known_objects/cup.png'
45.7594 	EXP 	text_4: text = 'This is a cup or a hane.'
45.7594 	EXP 	image: autoDraw = True
45.7594 	EXP 	text_4: autoDraw = True
46.2342 	EXP 	text: autoDraw = True
46.4484 	DATA 	Mouse: Left button down, pos=(1267,393)
46.8780 	DATA 	Mouse:  Left button up, pos=(1267,393)
46.8896 	EXP 	image: autoDraw = False
46.8896 	EXP 	text: autoDraw = False
46.8896 	EXP 	text_4: autoDraw = False
46.8896 	EXP 	image_2: pos = array([[0.5, 0. ]])
46.8896 	EXP 	image_2: image = 'NOUN-2-600DPI/2003-600.jpg'
46.8896 	EXP 	image_3: pos = array([[-0.5,  0. ]])
46.8896 	EXP 	image_3: image = 'known_objects/cup.png'
46.8896 	EXP 	text_2: text = 'Select the hane.'
46.8896 	EXP 	image_2: autoDraw = True
46.8896 	EXP 	image_3: autoDraw = True
46.8896 	EXP 	text_2: autoDraw = True
46.9176 	DATA 	Mouse: Left button down, pos=(1267,393)
47.0056 	DATA 	Mouse:  Left button up, pos=(1267,393)
47.4633 	DATA 	Mouse: Left button down, pos=(1447,397)
47.4826 	EXP 	image_2: autoDraw = False
47.4826 	EXP 	image_3: autoDraw = False
47.4826 	EXP 	text_2: autoDraw = False
47.4826 	EXP 	text_3: autoDraw = True
47.5733 	DATA 	Mouse:  Left button up, pos=(1447,397)
47.9640 	EXP 	New trial (rep=0, index=6): OrderedDict([('condition', 'label'), ('image_shown', 'NOUN-2-600DPI/2007-600.jpg'), ('image_to_select1', 'NOUN-2-600DPI/2007-600.jpg'), ('image_to_select2', 'known_objects/headphones.png'), ('image1_label', 'wupt'), ('image2_label', 'headphones'), ('text1', 'This is a wupt.'), ('prompt1', 'Select the wupt.')])
48.2594 	EXP 	text_3: autoDraw = False
48.2594 	EXP 	text_3: autoDraw = False
48.2594 	EXP 	image: image = 'NOUN-2-600DPI/2007-600.jpg'
48.2594 	EXP 	text_4: text = 'This is a wupt.'
48.2594 	EXP 	image: autoDraw = True
48.2594 	EXP 	text_4: autoDraw = True
48.7329 	EXP 	text: autoDraw = True
51.1640 	DATA 	Mouse: Left button down, pos=(1102,494)
51.6352 	DATA 	Mouse:  Left button up, pos=(1102,494)
51.6360 	DATA 	Keypress: lalt
51.6501 	EXP 	image: autoDraw = False
51.6501 	EXP 	text: autoDraw = False
51.6501 	EXP 	text_4: autoDraw = False
51.6501 	EXP 	image_2: pos = array([[-0.5,  0. ]])
51.6501 	EXP 	image_2: image = 'NOUN-2-600DPI/2007-600.jpg'
51.6501 	EXP 	image_3: pos = array([[0.5, 0. ]])
51.6501 	EXP 	image_3: image = 'known_objects/headphones.png'
51.6501 	EXP 	text_2: text = 'Select the wupt.'
51.6501 	EXP 	image_2: autoDraw = True
51.6501 	EXP 	image_3: autoDraw = True
51.6501 	EXP 	text_2: autoDraw = True
52.1521 	DATA 	Keypress: escape
52.3257 	EXP 	window1: mouseVisible = True
